0	0.000000	0.000000	-10.000000
1	1.000000	0.000000	-10.000000
2	2.000000	0.000000	-10.000000
3	3.000000	0.000000	-10.000000
4	4.000000	0.000000	-10.000000
5	0.000000	1.000000	10.000000
6	1.000000	1.000000	0.000000
7	2.000000	1.000000	0.000000
8	3.000000	1.000000	0.000000
9	4.000000	1.000000	10.000000
10	0.000000	2.000000	10.000000
11	1.000000	2.000000	0.000000
12	2.000000	2.000000	0.000000
13	3.000000	2.000000	0.000000
14	4.000000	2.000000	10.000000
15	0.000000	3.000000	10.000000
16	1.000000	3.000000	0.000000
17	2.000000	3.000000	0.000000
18	3.000000	3.000000	0.000000
19	4.000000	3.000000	10.000000
20	0.000000	4.000000	-10.000000
21	1.000000	4.000000	-10.000000
22	2.000000	4.000000	-10.000000
23	3.000000	4.000000	-10.000000
24	4.000000	4.000000	10.000000
